SW_score	perc_div	perc_del	perc_ins	query_seq	qpos_begin	qpos_end	q(left)	match	matching_repeat	repeat_class	rpos_begin	rpos_end	r(left)	ID	file	spec	reg_st	reg_en	rep_group
220	34.7	1.0	1.0	La_scaffold_17.fa	8613	8711	(41290)	C	MamRTE1	LINE/RTE-BovB	(1701)	2111	2013	10	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
885	24.8	6.8	0.9	La_scaffold_17.fa	12175	12500	(37501)	C	L1MEd	LINE/L1	(5429)	1657	1313	11	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
419	26.1	8.1	3.9	La_scaffold_17.fa	12510	12732	(37269)	C	L1MEd	LINE/L1	(4803)	1404	1173	11	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
415	19.6	10.1	3.2	La_scaffold_17.fa	12717	12946	(37055)	+	L1MEg	LINE/L1	1711	1965	(5121)	12	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
237	26.5	4.4	0.0	La_scaffold_17.fa	13307	13374	(36627)	C	tRNA-Asn-AAC	tRNA	(0)	77	7	13	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
434	25.6	21.4	2.4	La_scaffold_17.fa	14573	14820	(35181)	+	MLT1K	LTR/ERVL-MaLR	278	571	(24)	14	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
343	36.2	3.2	1.0	La_scaffold_17.fa	14912	15101	(34900)	+	L2c	LINE/L2	2706	2899	(520)	15	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
309	32.1	6.6	8.7	La_scaffold_17.fa	16520	16836	(33165)	+	L2c	LINE/L2	3064	3374	(13)	15	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
389	31.4	7.4	1.5	La_scaffold_17.fa	16905	17113	(32888)	C	MIRb	SINE/MIR	(11)	251	1	16	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
245	33.7	2.0	3.0	La_scaffold_17.fa	17436	17536	(32465)	+	MIR3	SINE/MIR	41	140	(68)	17	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
266	21.8	4.5	1.6	La_scaffold_17.fa	18359	18438	(31563)	+	MIRb	SINE/MIR	102	189	(41)	18	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
4038	25.7	3.7	0.9	La_scaffold_17.fa	19983	21841	(28160)	C	L1MB3	LINE/L1	(176)	6007	4073	19	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
600	24.3	2.7	0.7	La_scaffold_17.fa	22447	22595	(27406)	+	MIR	SINE/MIR	67	218	(44)	20	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
241	9.7	0.0	0.0	La_scaffold_17.fa	23102	23132	(26869)	+	MLT1C	LTR/ERVL-MaLR	1	31	(436)	21	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
354	21.2	7.5	1.7	La_scaffold_17.fa	23427	23567	(26434)	+	MLT1A	LTR/ERVL-MaLR	234	396	(0)	22	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
275	31.6	9.4	0.6	La_scaffold_17.fa	27338	27496	(22505)	C	MIR3	SINE/MIR	(0)	208	36	23	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
438	25.7	2.5	6.4	La_scaffold_17.fa	29497	29658	(20343)	C	MLT1C2	LTR/ERVL-MaLR	(0)	461	306	24	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
237	14.7	0.0	2.4	La_scaffold_17.fa	29974	30015	(19986)	C	MLT1C2	LTR/ERVL-MaLR	(420)	41	1	25	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
710	25.0	6.4	1.6	La_scaffold_17.fa	30091	30326	(19675)	C	MIR	SINE/MIR	(12)	250	4	26	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
274	25.3	2.6	2.6	La_scaffold_17.fa	30397	30473	(19528)	+	tRNA-Asn-AAC	tRNA	1	77	(0)	27	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
224	27.3	3.8	2.5	La_scaffold_17.fa	30716	30794	(19207)	+	MIR3	SINE/MIR	120	199	(31)	28	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
877	16.3	0.0	0.7	La_scaffold_17.fa	31154	31295	(18706)	+	MER3	DNA/hAT-Charlie	2	142	(67)	29	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
256	30.4	6.6	1.4	La_scaffold_17.fa	32887	33023	(16978)	C	L2b	LINE/L2	(1)	3374	3231	30	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
7733	9.4	3.7	0.3	La_scaffold_17.fa	33295	34402	(15599)	C	Tigger1	DNA/TcMar-Tigger	(0)	2418	1274	31	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
7681	11.4	2.8	0.3	La_scaffold_17.fa	34593	35723	(14278)	C	Tigger1	DNA/TcMar-Tigger	(1259)	1159	1	31	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
256	37.1	7.2	0.6	La_scaffold_17.fa	36031	36182	(13819)	+	X6A_LINE	LINE/CR1	595	756	(322)	32	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
235	31.0	3.4	2.2	La_scaffold_17.fa	36195	36283	(13718)	+	X7A_LINE	LINE/CR1	2	91	(176)	33	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
831	9.7	0.0	0.0	La_scaffold_17.fa	36554	36667	(13334)	C	Tigger1	DNA/TcMar-Tigger	(510)	1908	1795	34	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
211	25.8	28.2	0.0	La_scaffold_17.fa	37993	38116	(11885)	C	L2c	LINE/L2	(4)	3383	3225	35	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
417	27.4	4.4	7.1	La_scaffold_17.fa	38245	38425	(11576)	+	L2b	LINE/L2	3221	3461	(3)	36	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
492	36.2	6.0	2.3	La_scaffold_17.fa	38824	39205	(10796)	+	L2	LINE/L2	609	1004	(2415)	37	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
390	30.2	26.1	2.0	La_scaffold_17.fa	39254	39659	(10342)	+	L2	LINE/L2	1103	1604	(1815)	37	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
1405	26.5	8.8	4.0	La_scaffold_17.fa	39663	40181	(9820)	C	MLT1G3	LTR/ERVL-MaLR	(0)	595	3	38	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
231	26.2	3.2	1.6	La_scaffold_17.fa	40793	40854	(9147)	+	tRNA-Asn-AAC	tRNA	3	65	(12)	39	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
1716	24.1	4.9	0.6	La_scaffold_17.fa	41949	42441	(7560)	C	L1ME3A	LINE/L1	(17)	6156	5643	40	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
1074	21.8	9.3	1.7	La_scaffold_17.fa	42548	42972	(7029)	C	L1ME3A	LINE/L1	(533)	5629	5140	40	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
1532	24.1	4.0	0.3	La_scaffold_17.fa	42997	43346	(6655)	C	L2	LINE/L2	(1905)	1514	1152	41	Elephant_foc.fasta.out	Elephant	6380785	6856238	LINE/L2
251	20.9	25.2	1.5	La_scaffold_17.fa	44293	44399	(5602)	+	MIRb	SINE/MIR	129	260	(8)	42	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
427	20.6	0.0	0.0	La_scaffold_17.fa	44867	44939	(5062)	C	tRNA-Gly-GGG	tRNA	(1)	73	1	43	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
705	25.3	5.0	3.8	La_scaffold_17.fa	45033	45213	(4788)	C	MIR	SINE/MIR	(76)	186	4	44	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
1205	20.3	3.4	1.2	La_scaffold_17.fa	45333	45571	(4430)	C	MIR	SINE/MIR	(16)	246	3	45	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
1037	19.9	10.1	8.7	La_scaffold_17.fa	45704	46089	(3912)	C	MLT2C1	LTR/ERVL	(2)	395	5	46	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
404	25.1	4.1	0.2	La_scaffold_17.fa	46862	46996	(3005)	+	MLT1H-int	LTR/ERVL-MaLR	514	719	(770)	47	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
2708	22.4	11.0	2.8	La_scaffold_17.fa	47286	48048	(1953)	+	MLT1G	LTR/ERVL-MaLR	586	1409	(0)	48	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
658	29.5	15.2	1.7	La_scaffold_17.fa	48048	48409	(1592)	+	MLT1G	LTR/ERVL-MaLR	1	410	(145)	48	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
907	20.9	2.8	0.0	La_scaffold_17.fa	48465	48641	(1360)	+	MLT1G	LTR/ERVL-MaLR	410	591	(0)	48	Elephant_foc.fasta.out	Elephant	6380785	6856238	LTR
266	25.4	0.0	0.0	La_scaffold_17.fa	48642	48704	(1297)	C	MIR	SINE/MIR	(127)	135	73	49	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
274	18.9	21.2	1.4	La_scaffold_17.fa	49379	49496	(505)	C	L1ME4a	LINE/L1	(74)	6050	5910	50	Elephant_foc.fasta.out	Elephant	6380785	6856238	Oth. LINE
819	25.3	9.5	0.8	La_scaffold_17.fa	49497	49727	(274)	C	MIR	SINE/MIR	(1)	261	11	51	Elephant_foc.fasta.out	Elephant	6380785	6856238	SINE
275	26.1	0.0	5.5	La_scaffold_17.fa	49883	49959	(42)	C	tRNA-Asn-AAC	tRNA	(4)	73	1	52	Elephant_foc.fasta.out	Elephant	6380785	6856238	"Other
repeat"
438	26.8	5.3	8.6	Tv_NC_050576.1.fa	29	387	(49614)	C	L1ME4b	LINE/L1	(488)	5657	5310	1	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
507	27.8	18.2	0.0	Tv_NC_050576.1.fa	766	974	(49027)	C	MIRc	SINE/MIR	(0)	268	22	2	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
342	29.7	7.7	1.6	Tv_NC_050576.1.fa	1439	1619	(48382)	C	CR1-3_Croc	LINE/CR1	(630)	2975	2784	3	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
215	34.9	2.3	0.0	Tv_NC_050576.1.fa	1625	1710	(48291)	+	L3	LINE/CR1	4009	4096	(3)	4	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
460	27.8	4.7	2.6	Tv_NC_050576.1.fa	1794	1941	(48060)	+	MIRc	SINE/MIR	86	236	(32)	5	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
333	28.2	5.0	1.6	Tv_NC_050576.1.fa	2068	2186	(47815)	C	L2a	LINE/L2	(0)	3426	3304	6	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
314	21.2	3.1	1.6	Tv_NC_050576.1.fa	3799	3894	(46107)	C	DNM1r	Unknown	(2098)	2564	2478	7	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Prob.
438	20.0	0.0	0.0	Tv_NC_050576.1.fa	3814	3923	(46078)	C	RLTR17B_Mm	LTR/ERVK	(379)	423	314	8	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LTR
267	29.5	6.3	5.4	Tv_NC_050576.1.fa	4153	4596	(45405)	C	L1P1	LINE/L1	(4428)	1925	1334	9	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
266	32.5	8.5	0.8	Tv_NC_050576.1.fa	6677	6794	(43207)	C	L2a	LINE/L2	(4)	3422	3296	10	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
219	25.0	0.0	0.0	Tv_NC_050576.1.fa	8744	8787	(41214)	+	L3b	LINE/CR1	5178	5221	(11)	11	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
396	31.0	19.1	0.3	Tv_NC_050576.1.fa	8895	9156	(40845)	C	L2d	LINE/L2	(82)	3343	3033	12	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
294	24.8	1.9	2.8	Tv_NC_050576.1.fa	9995	10102	(39899)	C	DNM1r	Unknown	(2080)	2582	2476	13	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Prob.
495	18.8	6.9	0.0	Tv_NC_050576.1.fa	10032	10175	(39826)	C	RLTR17B_Mm	LTR/ERVK	(387)	415	262	14	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LTR
292	34.1	3.4	2.7	Tv_NC_050576.1.fa	10405	10826	(39175)	C	L1MEj	LINE/L1	(4428)	1925	1293	15	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
540	27.0	2.5	0.1	Tv_NC_050576.1.fa	12300	12467	(37534)	C	MIR3	SINE/MIR	(21)	187	21	16	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
246	21.8	3.4	2.2	Tv_NC_050576.1.fa	13589	13677	(36324)	C	MamRep434	DNA/TcMar-Tigger	(7)	419	330	17	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
460	30.3	4.1	9.8	Tv_NC_050576.1.fa	13682	13853	(36148)	C	L2d2	LINE/L2	(19)	3445	3206	18	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
201	32.2	7.4	2.9	Tv_NC_050576.1.fa	15007	15169	(34832)	C	L2	LINE/L2	(2353)	1066	897	19	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
558	31.4	5.6	4.3	Tv_NC_050576.1.fa	15179	15428	(34573)	+	MIRc	SINE/MIR	16	268	(0)	20	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
502	37.8	2.6	1.3	Tv_NC_050576.1.fa	16435	16745	(33256)	C	L2d2	LINE/L2	(446)	2973	2659	18	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
283	34.7	18.6	1.6	Tv_NC_050576.1.fa	16829	17698	(32303)	+	L2d2	LINE/L2	790	1805	(1614)	21	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
577	20.6	2.3	6.5	Tv_NC_050576.1.fa	17759	17912	(32089)	C	MIRc	SINE/MIR	(120)	148	1	22	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
649	22.2	1.5	0.7	Tv_NC_050576.1.fa	17989	18124	(31877)	+	MIRc	SINE/MIR	10	146	(122)	23	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
1622	36.4	8.4	0.7	Tv_NC_050576.1.fa	18217	19387	(30614)	+	L2d2	LINE/L2	1920	3189	(275)	21	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
300	30.5	1.2	1.2	Tv_NC_050576.1.fa	19403	19485	(30516)	+	L2d2	LINE/L2	3272	3354	(33)	21	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
352	33.2	3.0	4.0	Tv_NC_050576.1.fa	19514	19714	(30287)	+	L3	LINE/CR1	3702	3900	(199)	24	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
360	30.3	15.4	0.5	Tv_NC_050576.1.fa	19720	19888	(30113)	+	Plat_L3	LINE/CR1	3369	3562	(11)	25	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
414	23.3	4.2	12.5	Tv_NC_050576.1.fa	19894	20109	(29892)	C	MamRep434	DNA/TcMar-Tigger	(112)	314	115	17	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
362	34.3	5.3	0.7	Tv_NC_050576.1.fa	20962	21093	(28908)	C	Mam_R4	LINE/Dong-R4	(552)	3257	3120	26	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
295	20.9	1.3	6.8	Tv_NC_050576.1.fa	21094	21170	(28831)	+	MIR	SINE/MIR	111	183	(79)	27	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
302	29.6	3.7	0.9	Tv_NC_050576.1.fa	21241	21349	(28652)	+	L2a	LINE/L2	3315	3426	(0)	28	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
252	39.7	4.8	0.0	Tv_NC_050576.1.fa	21492	21617	(28384)	C	MamRTE1	LINE/RTE-BovB	(1531)	2281	2150	29	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
206	25.5	9.1	4.8	Tv_NC_050576.1.fa	21626	21724	(28277)	C	L2d2	LINE/L2	(5)	3459	3357	30	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
425	28.6	5.8	0.8	Tv_NC_050576.1.fa	21907	22026	(27975)	+	MIRc	SINE/MIR	14	139	(129)	31	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
356	23.3	21.5	2.1	Tv_NC_050576.1.fa	22280	22437	(27564)	C	MIRc	SINE/MIR	(5)	263	76	32	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
225	29.8	3.2	0.8	Tv_NC_050576.1.fa	28980	29072	(20929)	C	L2d2	LINE/L2	(3)	3461	3334	33	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
604	24.4	8.0	4.1	Tv_NC_050576.1.fa	29094	29287	(20714)	C	MIR3	SINE/MIR	(3)	205	1	34	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
408	30.9	0.4	11.8	Tv_NC_050576.1.fa	29332	29566	(20435)	+	L3	LINE/CR1	2696	2906	(1193)	35	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
241	26.5	1.2	9.1	Tv_NC_050576.1.fa	29857	29939	(20062)	C	CR1-3_Croc	LINE/CR1	(1710)	1895	1819	36	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
635	32.0	11.8	5.4	Tv_NC_050576.1.fa	29942	30636	(19365)	C	L3	LINE/CR1	(1283)	2816	2080	37	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
359	21.6	4.5	0.0	Tv_NC_050576.1.fa	31098	31185	(18816)	C	MIRc	SINE/MIR	(5)	263	172	38	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
686	17.3	0.7	3.3	Tv_NC_050576.1.fa	31486	31640	(18361)	+	Charlie4a	DNA/hAT-Charlie	358	508	(0)	39	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
301	11.1	0.0	0.0	Tv_NC_050576.1.fa	31724	31768	(18233)	C	EutTc1-N1	DNA/TcMar-Tc1	(424)	164	120	40	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
537	15.3	17.5	0.0	Tv_NC_050576.1.fa	32308	32444	(17557)	C	Charlie4a	DNA/hAT-Charlie	(0)	508	348	41	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
198	20.5	0.0	6.1	Tv_NC_050576.1.fa	32874	32925	(17076)	C	MamSINE1	SINE/tRNA-RTE	(38)	252	204	42	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
451	31.2	7.3	1.6	Tv_NC_050576.1.fa	33251	33429	(16572)	+	MIR3	SINE/MIR	14	202	(6)	43	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
249	6.5	0.0	0.0	Tv_NC_050576.1.fa	33677	33707	(16294)	C	EutTc1-N2	DNA/TcMar-Tc1	(4)	374	344	44	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
419	29.0	2.5	1.1	Tv_NC_050576.1.fa	33727	33870	(16131)	+	MIR3	SINE/MIR	39	176	(32)	45	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
395	25.0	11.1	11.1	Tv_NC_050576.1.fa	34405	34566	(15435)	C	MIR3	SINE/MIR	(2)	206	45	46	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
508	35.7	5.1	3.6	Tv_NC_050576.1.fa	34598	34952	(15049)	+	L2	LINE/L2	2679	3038	(381)	47	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
235	36.8	1.7	1.7	Tv_NC_050576.1.fa	34998	35113	(14888)	+	L2	LINE/L2	2685	2800	(619)	48	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
333	28.2	20.8	3.2	Tv_NC_050576.1.fa	35206	35469	(14532)	C	Plat_L3	LINE/CR1	(619)	2954	2646	49	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
470	29.5	19.7	1.2	Tv_NC_050576.1.fa	35658	35870	(14131)	C	MIRc	SINE/MIR	(0)	268	17	50	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
308	14.7	12.0	0.0	Tv_NC_050576.1.fa	36055	36129	(13872)	C	Charlie4a	DNA/hAT-Charlie	(0)	508	425	51	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
342	19.7	0.0	0.0	Tv_NC_050576.1.fa	36139	36209	(13792)	C	Charlie4a	DNA/hAT-Charlie	(384)	124	54	41	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
945	28.5	0.8	2.0	Tv_NC_050576.1.fa	36438	36688	(13313)	+	MIRc	SINE/MIR	4	251	(17)	52	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
223	37.7	1.0	8.8	Tv_NC_050576.1.fa	37225	37419	(12582)	C	Tigger19a	DNA/TcMar-Tigger	(85)	238	58	53	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
247	12.8	2.1	2.1	Tv_NC_050576.1.fa	37592	37639	(12362)	C	EutTc1-N1	DNA/TcMar-Tc1	(425)	163	116	40	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
246	27.8	2.7	2.7	Tv_NC_050576.1.fa	37653	37726	(12275)	C	MIR3	SINE/MIR	(0)	208	135	54	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
394	19.9	0.0	12.8	Tv_NC_050576.1.fa	38509	38623	(11378)	C	Charlie4a	DNA/hAT-Charlie	(0)	508	407	55	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
661	19.4	0.0	0.8	Tv_NC_050576.1.fa	38602	38731	(11270)	C	Charlie4a	DNA/hAT-Charlie	(378)	130	2	55	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
570	18.6	0.0	3.5	Tv_NC_050576.1.fa	39308	39424	(10577)	C	UCON33	DNA/TcMar-Tigger	(1)	319	207	56	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	"Other
repeat"
555	22.4	11.1	5.3	Tv_NC_050576.1.fa	39432	39627	(10374)	+	MIR3	SINE/MIR	2	205	(3)	57	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
230	29.6	12.8	2.9	Tv_NC_050576.1.fa	40685	40778	(9223)	C	MIRc	SINE/MIR	(163)	105	3	58	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
298	35.9	0.8	0.8	Tv_NC_050576.1.fa	41427	41544	(8457)	C	MIRc	SINE/MIR	(58)	210	93	59	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
710	30.9	10.8	0.7	Tv_NC_050576.1.fa	41667	42074	(7927)	C	Mam_R4	LINE/Dong-R4	(136)	3673	3225	60	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
712	25.0	0.6	1.3	Tv_NC_050576.1.fa	42762	42946	(7055)	C	MIRc	SINE/MIR	(24)	184	2	61	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
363	32.1	18.1	0.6	Tv_NC_050576.1.fa	43553	43828	(6173)	C	L2d	LINE/L2	(25)	3400	3077	62	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	LINE/L2
281	35.4	0.0	7.0	Tv_NC_050576.1.fa	43836	44002	(5999)	+	L3	LINE/CR1	2658	2813	(1286)	63	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
277	33.5	2.9	1.7	Tv_NC_050576.1.fa	44003	44208	(5793)	+	X20_LINE	LINE/CR1	13	128	(125)	64	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
460	31.3	17.0	2.0	Tv_NC_050576.1.fa	44209	44590	(5411)	+	L3	LINE/CR1	3028	3465	(634)	63	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
1357	24.1	4.8	2.0	Tv_NC_050576.1.fa	47055	47452	(2549)	+	L5	LINE/RTE-X	1855	2263	(0)	65	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	Oth. LINE
264	36.8	11.0	0.6	Tv_NC_050576.1.fa	47610	47754	(2247)	C	MIRc	SINE/MIR	(92)	176	17	66	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
658	26.3	2.1	0.7	Tv_NC_050576.1.fa	49422	49614	(387)	+	MIR3	SINE/MIR	12	205	(3)	67	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
273	21.4	24.3	0.0	Tv_NC_050576.1.fa	49863	49965	(36)	+	MIRb	SINE/MIR	3	130	(138)	68	Brushtail_foc.fasta.out	Brushtail	46255923	46785962	SINE
337	37.8	0.0	2.5	Md_NC_077228.1.fa	29	191	(49810)	C	L2	LINE/L2	(1004)	2415	2257	1	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
286	23.4	19.1	0.0	Md_NC_077228.1.fa	415	508	(49493)	C	MIRc	SINE/MIR	(20)	248	137	2	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
841	24.2	2.9	11.6	Md_NC_077228.1.fa	918	1197	(48804)	+	MIRb	SINE/MIR	4	261	(7)	3	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
221	35.4	3.7	0.0	Md_NC_077228.1.fa	1251	1332	(48669)	+	L2d	LINE/L2	3341	3425	(0)	4	Opossum_foc.fasta.out	Opossum	46753387	47259179	LINE/L2
237	26.2	8.1	3.1	Md_NC_077228.1.fa	1745	1919	(48082)	C	L1M1	LINE/L1	(3513)	4046	3858	5	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
375	27.0	1.5	0.2	Md_NC_077228.1.fa	2353	2543	(47458)	C	L1M1	LINE/L1	(3816)	3749	3546	5	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
272	26.9	17.8	3.7	Md_NC_077228.1.fa	3112	3289	(46712)	C	MIRc	SINE/MIR	(7)	261	47	6	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
1387	28.7	3.1	1.7	Md_NC_077228.1.fa	3854	4587	(45414)	+	L1ME3G	LINE/L1	5119	5883	(294)	7	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
513	35.3	3.7	2.0	Md_NC_077228.1.fa	5323	5814	(44187)	C	L1M5	LINE/L1	(316)	5808	5309	8	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
375	26.0	10.2	2.3	Md_NC_077228.1.fa	6216	6434	(43567)	C	MIRc	SINE/MIR	(5)	225	14	9	Opossum_foc.fasta.out	Opossum	46753387	47259179	SINE
761	25.9	8.4	2.9	Md_NC_077228.1.fa	6839	7065	(42936)	C	L3	LINE/CR1	(60)	4039	3801	10	Opossum_foc.fasta.out	Opossum	46753387	47259179	Oth. LINE
